symbol,articles
AMGN,"[{'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Cantor Fitzgerald Increases Earnings Estimates for Amgen', 'description': 'Amgen Inc. (NASDAQ:AMGN – Free Report) – Equities research analysts at Cantor Fitzgerald lifted their FY2025 earnings per share estimates for Amgen in a research report issued on Wednesday, August 13th. Cantor Fitzgerald analyst C. Gould now expects that the …', 'url': 'https://www.etfdailynews.com/2025/08/15/cantor-fitzgerald-increases-earnings-estimates-for-amgen/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/amgen-inc-logo-1200x675.jpg?v=20231228113741&w=240&h=240&zc=2', 'publishedAt': '2025-08-15T07:19:06Z', 'content': 'Amgen Inc. (NASDAQ:AMGN – Free Report) – Equities research analysts at Cantor Fitzgerald lifted their FY2025 earnings per share estimates for Amgen in a research report issued on Wednesday, August 13… [+6515 chars]'}, {'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': 'Fatima Gulzar', 'title': 'Amgen Announces Bemarituzumab’s Successful Phase 3 Results in FGFR2b+ Gastric Cancer', 'description': 'Amgen Inc. (NASDAQ:AMGN) is among the 11 Best GLP-1 and Weight Loss Stocks to Invest in. Amgen Inc. (NASDAQ:AMGN) reported that the Phase 3 FORTITUDE-101...', 'url': 'https://finance.yahoo.com/news/amgen-announces-bemarituzumab-successful-phase-002005371.html', 'urlToImage': 'https://s.yimg.com/ny/api/res/1.2/Umivb7Omy8VqKH22zTmY9Q--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/51e557354b24b248245adac46ac0da45', 'publishedAt': '2025-08-12T00:20:05Z', 'content': 'Amgen Inc. (NASDAQ:AMGN) is among the 11 Best GLP-1 and Weight Loss Stocks to Invest in. Amgen Inc. (NASDAQ:AMGN) reported that the Phase 3 FORTITUDE-101 trial achieved its primary endpoint. It prove… [+1818 chars]'}]"
AAPL,"[{'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Apple Inc. (NASDAQ:AAPL) Given Consensus Rating of “Moderate Buy” by Brokerages', 'description': 'Apple Inc. (NASDAQ:AAPL – Get Free Report) has received an average recommendation of “Moderate Buy” from the thirty-one analysts that are currently covering the firm, MarketBeat.com reports. Two investment analysts have rated the stock with a sell rating, ele…', 'url': 'https://www.etfdailynews.com/2025/08/18/apple-inc-nasdaqaapl-given-consensus-rating-of-moderate-buy-by-brokerages/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/apple-inc-logo-1200x675.png&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T05:56:52Z', 'content': 'Apple Inc. (NASDAQ:AAPL – Get Free Report) has received an average recommendation of “Moderate Buy” from the thirty-one analysts that are currently covering the firm, MarketBeat.com reports. Two inve… [+5469 chars]'}, {'source': {'id': None, 'name': 'TheStreet'}, 'author': 'Steve Symington', 'title': 'Bill Ackman pours billions into 2 tech stocks amid AI boom', 'description': 'The billionaire hedge fund manager is doubling down on AI, making Big Tech a quarter of his portfolio.', 'url': 'https://www.thestreet.com/technology/bill-ackman-pours-billions-into-2-tech-stocks-amid-ai-boom', 'urlToImage': 'https://media.zenfs.com/en/thestreet_881/2e9f337bd77df841af2065f80dc5fbe9', 'publishedAt': '2025-08-17T19:46:10Z', 'content': 'Bill Ackman pours billions into 2 tech stocks amid AI boom originally appeared on TheStreet.\r\nBill Ackman, the billionaire hedge fund manager behind Pershing Square Capital Management, continued to t… [+4891 chars]'}, {'source': {'id': None, 'name': 'Biztoc.com'}, 'author': 'finance.yahoo.com', 'title': 'AAPL Stock Price Prediction: Where Apple Could Be by 2025, 2026, and 2030', 'description': ""In this article:\nBenzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.\nAnalysts are saying that Apple could hit $410 by 2030. Bullish on AAPL? Invest in Apple on SoFi with no commissions. If it's your first time …"", 'url': 'https://biztoc.com/x/248e45f7cd6909c6', 'urlToImage': 'https://biztoc.com/cdn/248e45f7cd6909c6_s.webp', 'publishedAt': '2025-08-17T16:33:12Z', 'content': 'In this article:Benzinga and Yahoo Finance LLC may earn commission or revenue on some items through the links below.Analysts are saying that Apple could hit $410 by 2030. Bullish on AAPL? Invest in A… [+148 chars]'}, {'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': None, 'title': 'AAPL Stock Price Prediction: Where Apple Could Be by 2025, 2026, and 2030', 'description': None, 'url': 'https://consent.yahoo.com/v2/collectConsent?sessionId=1_cc-session_a257ed31-3439-41d3-8579-b0b1af4c1b0e', 'urlToImage': None, 'publishedAt': '2025-08-17T15:55:45Z', 'content': ""If you click 'Accept all', we and our partners, including 236 who are part of the IAB Transparency &amp; Consent Framework, will also store and/or access information on a device (in other words, use … [+714 chars]""}, {'source': {'id': None, 'name': 'GlobeNewswire'}, 'author': 'Pomerantz LLP', 'title': 'Pomerantz Law Firm Announces the Filing of a Class Action Against Apple Inc. and Certain Officers – AAPL', 'description': 'NEW YORK, Aug. 17, 2025 (GLOBE NEWSWIRE) -- Pomerantz LLP announces that a class action lawsuit has been filed against Apple Inc. (“Apple” or the “Company”) (NASDAQ: AAPL) and certain officers.\u202f\u202f The class action, filed in the United States District Court for…', 'url': 'https://www.globenewswire.com/news-release/2025/08/17/3134595/1087/en/Pomerantz-Law-Firm-Announces-the-Filing-of-a-Class-Action-Against-Apple-Inc-and-Certain-Officers-AAPL.html', 'urlToImage': None, 'publishedAt': '2025-08-17T13:43:00Z', 'content': 'NEW YORK, Aug. 17, 2025 (GLOBE NEWSWIRE) -- Pomerantz LLP announces that a class action lawsuit has been filed against Apple Inc. (Apple or the Company) (NASDAQ: AAPL) and certain officers. The class… [+10083 chars]'}]"
COST,"[{'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Short Interest in United Homes Group, Inc. (NASDAQ:UHG) Rises By 77.3%', 'description': 'United Homes Group, Inc. (NASDAQ:UHG – Get Free Report) saw a significant increase in short interest in the month of July. As of July 31st, there was short interest totaling 161,300 shares, anincreaseof77.3% from the July 15th total of 91,000 shares. Currentl…', 'url': 'https://www.etfdailynews.com/2025/08/18/short-interest-in-united-homes-group-inc-nasdaquhg-rises-by-77-3/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/united-homes-group-inc-logo-1200x675.png?v=20230407121218&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T06:24:46Z', 'content': 'United Homes Group, Inc. (NASDAQ:UHG – Get Free Report) saw a significant increase in short interest in the month of July. As of July 31st, there was short interest totaling 161,300 shares, anincreas… [+3839 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Borders & Southern Petroleum (LON:BOR) Shares Up 4.5% – Should You Buy?', 'description': 'Borders & Southern Petroleum plc (LON:BOR – Get Free Report) was up 4.5% during mid-day trading on Saturday . The stock traded as high as GBX 12.30 ($0.17) and last traded at GBX 11.50 ($0.16). Approximately 5,029,506 shares were traded during mid-day trading…', 'url': 'https://www.etfdailynews.com/2025/08/18/borders-southern-petroleum-lonbor-shares-up-4-5-should-you-buy/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/borders--southern-petroleum-plc-logo-1200x675.png?v=20230117073053&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T06:24:46Z', 'content': 'Borders &amp; Southern Petroleum plc (LON:BOR – Get Free Report) was up 4.5% during mid-day trading on Saturday . The stock traded as high as GBX 12.30 ($0.17) and last traded at GBX 11.50 ($0.16). A… [+1594 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Shift4 Payments, Inc. (NYSE:FOUR) Given Consensus Rating of “Moderate Buy” by Brokerages', 'description': 'Shares of Shift4 Payments, Inc. (NYSE:FOUR – Get Free Report) have been assigned a consensus rating of “Moderate Buy” from the twenty-one brokerages that are presently covering the firm, MarketBeat reports. Five equities research analysts have rated the stock…', 'url': 'https://www.etfdailynews.com/2025/08/18/shift4-payments-inc-nysefour-given-consensus-rating-of-moderate-buy-by-brokerages/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/shift4-payments-inc-logo-1200x675.jpg?v=20221117090822&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T06:23:00Z', 'content': 'Shares of Shift4 Payments, Inc. (NYSE:FOUR – Get Free Report) have been assigned a consensus rating of “Moderate Buy” from the twenty-one brokerages that are presently covering the firm, MarketBeat r… [+5613 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Analysts Set Viant Technology Inc. (NASDAQ:DSP) Target Price at $20.38', 'description': 'Shares of Viant Technology Inc. (NASDAQ:DSP – Get Free Report) have been assigned an average rating of “Buy” from the eight ratings firms that are currently covering the stock, Marketbeat Ratings reports. Seven equities research analysts have rated the stock …', 'url': 'https://www.etfdailynews.com/2025/08/18/analysts-set-viant-technology-inc-nasdaqdsp-target-price-at-20-38/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/viant-technology-inc-logo-1200x675.jpg?v=20210521134405&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T06:23:00Z', 'content': 'Shares of Viant Technology Inc. (NASDAQ:DSP – Get Free Report) have been assigned an average rating of “Buy” from the eight ratings firms that are currently covering the stock, Marketbeat Ratings rep… [+4700 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Desjardins Boosts Stantec (TSE:STN) Price Target to C$158.00', 'description': 'Stantec (TSE:STN – Free Report) (NYSE:STN) had its target price boosted by Desjardins from C$153.00 to C$158.00 in a research report released on Friday,BayStreet.CA reports. Desjardins currently has a buy rating on the stock. Desjardins also issued estimates …', 'url': 'https://www.etfdailynews.com/2025/08/18/desjardins-boosts-stantec-tsestn-price-target-to-c158-00/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/stantec-inc-logo.jpg&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T06:14:46Z', 'content': 'Stantec (TSE:STN – Free Report) (NYSE:STN) had its target price boosted by Desjardins from C$153.00 to C$158.00 in a research report released on Friday,BayStreet.CA reports. Desjardins currently has … [+3513 chars]'}]"
AVGO,"[{'source': {'id': None, 'name': 'TheStreet'}, 'author': 'Silin Chen', 'title': 'Tiger Global buys more Nvidia, Amazon, exits surging tech stocks', 'description': 'Here are billionaire investor Chase Coleman’s latest moves.', 'url': 'https://www.thestreet.com/investing/tiger-global-buys-more-nvidia-amazon-exits-surging-tech-stocks', 'urlToImage': 'https://media.zenfs.com/en/thestreet_881/4de6b904d841f9734adec4d3d8cf9e3a', 'publishedAt': '2025-08-17T17:33:00Z', 'content': 'Tiger Global buys more Nvidia, Amazon, exits surging tech stocks originally appeared on TheStreet.\r\nBillionaire investor Chase Coleman started his career at Julian Robertsons legendary Tiger Manageme… [+4426 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Infrastructure Stocks To Keep An Eye On – August 15th', 'description': 'NVIDIA, Alphabet, Broadcom, Coinbase Global, and Cisco Systems are the five Infrastructure stocks to watch today, according to MarketBeat’s stock screener tool. Infrastructure stocks are shares of companies that own, build, operate or maintain the physical as…', 'url': 'https://www.etfdailynews.com/2025/08/17/infrastructure-stocks-to-keep-an-eye-on-august-15th/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/nvidia-co-logo-1200x675.jpg?v=20221020142916&w=240&h=240&zc=2', 'publishedAt': '2025-08-17T09:22:52Z', 'content': 'NVIDIA, Alphabet, Broadcom, Coinbase Global, and Cisco Systems are the five Infrastructure stocks to watch today, according to MarketBeat’s stock screener tool. Infrastructure stocks are shares of co… [+6344 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Energy Stocks To Follow Now – August 14th', 'description': 'Tesla, Broadcom, AltC Acquisition, Expion360, GE Vernova, Caterpillar, and Palo Alto Networks are the seven Energy stocks to watch today, according to MarketBeat’s stock screener tool. Energy stocks are shares of publicly traded companies engaged in the explo…', 'url': 'https://www.etfdailynews.com/2025/08/17/energy-stocks-to-follow-now-august-14th/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/tesla-inc-logo-1200x675.png?v=20221020135629&w=240&h=240&zc=2', 'publishedAt': '2025-08-17T07:36:58Z', 'content': 'Tesla, Broadcom, AltC Acquisition, Expion360, GE Vernova, Caterpillar, and Palo Alto Networks are the seven Energy stocks to watch today, according to MarketBeat’s stock screener tool. Energy stocks … [+7540 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Broadcom’s (AVGO) Buy Rating Reiterated at The Goldman Sachs Group', 'description': 'The Goldman Sachs Group reissued their buy rating on shares of Broadcom (NASDAQ:AVGO – Free Report) in a report issued on Wednesday,Benzinga reports. They currently have a $340.00 price objective on the semiconductor manufacturer’s stock. A number of other eq…', 'url': 'https://www.etfdailynews.com/2025/08/16/broadcoms-avgo-buy-rating-reiterated-at-the-goldman-sachs-group/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/broadcom-inc-logo.png?v=20231122110526&w=240&h=240&zc=2', 'publishedAt': '2025-08-16T06:52:52Z', 'content': 'The Goldman Sachs Group reissued their buy rating on shares of Broadcom (NASDAQ:AVGO – Free Report) in a report issued on Wednesday,Benzinga reports. They currently have a $340.00 price objective on … [+5795 chars]'}, {'source': {'id': 'the-times-of-india', 'name': 'The Times of India'}, 'author': 'Global Desk', 'title': 'US stock market today tumultuous: Dow hits record as UnitedHealth surges, S&P 500, Nasdaq, and semiconductor stocks fall due to inflation and looming Trump tariffs', 'description': 'US stock markets opened Friday on a turbulent note as investors weighed strong corporate moves against persistent inflation pressures. The Dow Jones Industrial Average hit a record intraday high of 45,203.52, fueled by gains in healthcare stocks. Meanwhile, t…', 'url': 'https://economictimes.indiatimes.com/news/international/us/us-stock-market-today-tumultuous-dow-hits-record-as-unitedhealth-surges-sp-500-nasdaq-and-semiconductor-stocks-fall-due-to-inflation-and-looming-trump-tariffs/articleshow/123323776.cms', 'urlToImage': 'https://img.etimg.com/thumb/msid-123323772,width-1200,height-630,imgsize-53960,overlay-economictimes/articleshow.jpg', 'publishedAt': '2025-08-15T15:38:44Z', 'content': 'U.S. stock markets opened Friday on a cautiously optimistic note, balancing strong corporate moves against lingering inflation concerns. Investors kept a close eye on sector rotations, big-name earni… [+8278 chars]'}]"
CMCSA,"[{'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Comcast Corporation (NASDAQ:CMCSA) Given Consensus Rating of “Hold” by Analysts', 'description': 'Shares of Comcast Corporation (NASDAQ:CMCSA – Get Free Report) have been given an average rating of “Hold” by the twenty-seven research firms that are covering the stock, MarketBeat reports. Three investment analysts have rated the stock with a sell recommend…', 'url': 'https://www.etfdailynews.com/2025/08/18/comcast-corporation-nasdaqcmcsa-given-consensus-rating-of-hold-by-analysts/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/comcast-co-logo-1200x675.jpg?v=20231213132334&w=240&h=240&zc=2', 'publishedAt': '2025-08-18T05:58:52Z', 'content': 'Shares of Comcast Corporation (NASDAQ:CMCSA – Get Free Report) have been given an average rating of “Hold” by the twenty-seven research firms that are covering the stock, MarketBeat reports. Three in… [+4894 chars]'}]"
EXPE,"[{'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': 'Talha Qureshi', 'title': 'Citi Raised the Firm’s PT on Expedia Group (EXPE), Kept a Neutral Rating', 'description': 'Expedia Group, Inc. (NASDAQ:EXPE) is one of the Undervalued Cyclical Stocks to Buy According to Hedge Funds. On August 13, Citi raised the firm’s price...', 'url': 'https://finance.yahoo.com/news/citi-raised-firm-pt-expedia-042306259.html', 'urlToImage': 'https://s.yimg.com/ny/api/res/1.2/QVrugJeaIOoj4zfuD1N5Wg--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD02NzM-/https://media.zenfs.com/en/insidermonkey.com/15449db416a50ef098b44abffbbda12b', 'publishedAt': '2025-08-18T04:23:06Z', 'content': 'Expedia Group, Inc. (NASDAQ:EXPE) is one of the Undervalued Cyclical Stocks to Buy According to Hedge Funds. On August 13, Citi raised the firms price target on Expedia Group, Inc. (NASDAQ:EXPE) from… [+1406 chars]'}, {'source': {'id': None, 'name': 'Yahoo Entertainment'}, 'author': 'Hamna Asim', 'title': 'Cantor Fitzgerald Lifts Expedia Target (EXPE) to $200, Sees Steady Demand', 'description': 'Expedia Group, Inc. (NASDAQ:EXPE) is one of the top stocks sold by hedge funds. On July 23, Cantor Fitzgerald maintained a Neutral rating on EXPE and lifted ...', 'url': 'https://finance.yahoo.com/news/cantor-fitzgerald-lifts-expedia-target-071923690.html', 'urlToImage': 'https://s.yimg.com/ny/api/res/1.2/uc2TwtETbZ2FFvcj034nQA--/YXBwaWQ9aGlnaGxhbmRlcjt3PTEyMDA7aD04MDA-/https://media.zenfs.com/en/insidermonkey.com/c5370cbe664736d511b447e634a149d6', 'publishedAt': '2025-08-17T07:19:23Z', 'content': 'Expedia Group, Inc. (NASDAQ:EXPE) is one of the top stocks sold by hedge funds. On July 23, Cantor Fitzgerald maintained a Neutral rating on EXPE and lifted the price target to $200 from $170.\r\nThe r… [+2029 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Best Airline Stocks Worth Watching – August 15th', 'description': 'Joby Aviation, American Airlines Group, Transdigm Group, United Airlines, RTX, Delta Air Lines, and Expedia Group are the seven Airline stocks to watch today, according to MarketBeat’s stock screener tool. Airline stocks are shares of publicly traded companie…', 'url': 'https://www.etfdailynews.com/2025/08/17/best-airline-stocks-worth-watching-august-15th/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/joby-aviation-inc-logo-1200x675.jpg?v=20210816052119&w=240&h=240&zc=2', 'publishedAt': '2025-08-17T06:14:43Z', 'content': 'Joby Aviation, American Airlines Group, Transdigm Group, United Airlines, RTX, Delta Air Lines, and Expedia Group are the seven Airline stocks to watch today, according to MarketBeat’s stock screener… [+7807 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Top Hotel Stocks To Follow Today – August 15th', 'description': 'Booking, Hilton Worldwide, Carnival, Expedia Group, Marriott International, Trip.com Group, and Ecolab are the seven Hotel stocks to watch today, according to MarketBeat’s stock screener tool. Hotel stocks are the shares of publicly traded companies that own,…', 'url': 'https://www.etfdailynews.com/2025/08/17/top-hotel-stocks-to-follow-today-august-15th/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/booking-holdings-inc-logo-1200x675.jpg&w=240&h=240&zc=2', 'publishedAt': '2025-08-17T05:42:57Z', 'content': 'Booking, Hilton Worldwide, Carnival, Expedia Group, Marriott International, Trip.com Group, and Ecolab are the seven Hotel stocks to watch today, according to MarketBeat’s stock screener tool. Hotel … [+8866 chars]'}, {'source': {'id': None, 'name': 'ETF Daily News'}, 'author': 'MarketBeat News', 'title': 'Airline Stocks To Watch Now – August 14th', 'description': 'American Airlines Group, Expedia Group, United Airlines, LATAM Airlines Group, RTX, Delta Air Lines, and Joby Aviation are the seven Airline stocks to watch today, according to MarketBeat’s stock screener tool. Airline stocks are shares of publicly traded com…', 'url': 'https://www.etfdailynews.com/2025/08/16/airline-stocks-to-watch-now-august-14th/', 'urlToImage': 'https://www.americanbankingnews.com/wp-content/timthumb/timthumb.php?src=https://www.marketbeat.com/logos/american-airlines-group-inc-logo-1200x675.png?v=20221109142516&w=240&h=240&zc=2', 'publishedAt': '2025-08-16T05:52:55Z', 'content': 'American Airlines Group, Expedia Group, United Airlines, LATAM Airlines Group, RTX, Delta Air Lines, and Joby Aviation are the seven Airline stocks to watch today, according to MarketBeat’s stock scr… [+7813 chars]'}]"
